Fund,Amc,Product,Aum,Returns 1 Yr,Returns 3 Yr,Returns 5 Yr,Returns 3 Months,Asset Class,Classification Name,Sharpe Ratio 1 Yr,Sharpe Ratio 3 Yr,Sortino 1 Yr,Sortino 3 Yr,Max Drawdown Perc 1yr,Max Drawdown Duration Days 1yr,Max Drawdown Duration Days 3yr,Max Drawdown Perc 3yr,Max Drawdown Time To Recovery Days 1yr,Max Drawdown Time To Recovery Days 3yr,Expense Ratio,Fund Manager,Inception Date,Pb Ratio,Pe Ratio,Returns Since Inception,Std 1 Yr,Std 3 Yr,Treynor Ratio 1 Yr,Treynor Ratio 3 Yr,Alpha 1 Yr,Alpha 3 Yr,Benchmark Name,Beta 1 Yr,Beta 3 Yr,Scheme Rolling Min 1 Yr,Scheme Rolling Negative 1 Yr,Scheme Rolling Negative 3 Yr,Scheme Rolling Negative 5 Yr,Scheme Rolling Neutral 1 Yr,Scheme Rolling Neutral 3 Yr,Scheme Rolling Neutral 5 Yr,Scheme Rolling Positive 1 Yr,Scheme Rolling Positive 3 Yr,Scheme Rolling Positive 5 Yr
FIRST--Aggressive strategy,Sundaram Alternate Assets Ltd,PMS,41.82,9.84,,,2.19,Debt,Debt,,,,,,,,,,,,P.Sudhakar,27-May-24,,,11.37,,,,,,,CRISIL Composite Bond Index,,,,,,,,,,,,
Accelt Long Term Equity Fund,ACCELT ASSET MANAGEMENT LLP,PMS,7.01,,,,-1.19,Equity,Equity: Flexi Cap,,,,,,,,,,,,Vaibhav Agarwal,5-Nov-24,,,9.95,,,,,,,S&P BSE 500 Total Return Index,,,,,,,,,,,,
ArthAlpha Machine Learning Equity Quant,ArthAlpha LLP,PMS,51.78,7.2,,,1.81,Equity,Equity: Large & Mid Cap,0.16,,0.27,,-20.09,74,,,96,,,ROHIT BERI,29-Oct-24,7.87,39.82,7.32,21.27,,2.38,,2.66,,S&P BSE 500 Total Return Index,1.43,,7.2,0,,,0,,,100,,
F W-QUANTITATIVE ALPHA FUND,Fortune Wealth Management Company India Pvt Ltd,PMS,24.09,,,,1.57,Equity,Multi Asset,,,,,,,,,,,,JOSE C ABRAHAM,17-Mar-25,,,13.12,,,,,,,S&P BSE 500 Total Return Index,,,,,,,,,,,,
Trivantage Capital Emerging Leaders Portfolio,Trivantage Capital Management,PMS,25.95,,,,0.69,Equity,Equity: Mid & Small Cap,,,,,,,,,,,,Nikhil Johri,21-Apr-25,6.89,61.29,6.27,,,,,,,NIFTY 50 Total Return Index,,,,,,,,,,,,
BADJATE GROWTH FUND,Badjate Wealth Private Limited,PMS,21.14,,,,0.12,Equity,Equity: Large & Mid Cap,,,,,,,,,,,, ANUJ BADJATE,23-May-25,,,0.05,,,,,,,S&P BSE 500 Total Return Index,,,,,,,,,,,,
Right Horizons Alphabots India Largecap 30,Right Horizons Pvt Ltd,PMS,1.54,-0.53,,,3.82,Equity,Equity: Large Cap,-0.49,0.68,-0.59,0.97,-12.83,114,192,-18.42,,,,Mukul,8-Jan-20,3.97,31.5,14.39,11.41,12.69,-6.01,,-7.73,,NIFTY 50 Total Return Index,0.93,,-11.49,29.26,,,7.4,,,63.34,,
Right Horizons Alphabots Midcap 29,Right Horizons Pvt Ltd,PMS,2.98,1.52,,,3.2,Equity,Equity: Mid Cap,-0.14,1.03,-0.22,1.62,-17.28,79,155,-19.38,119,,,Mukul,8-Aug-19,5.87,39.77,23.13,18.28,16.09,-2.17,,-3.2,,S&P BSE 500 Total Return Index,1.19,,-9.51,13.6,,,2.75,,,83.65,,
NMR GROWTH STRATEGY,NMR CAPITAL ADVISORS LLP,PMS,34.38,,,,-2.37,Equity,Equity: Small Cap,,,,,,,,,,,,NISHITH MINESH SHAH,8-Jan-25,,,9.65,,,,,,,S&P BSE 500 Total Return Index,,,,,,,,,,,,
ASK Special opportunities portfolio,ASK Investment Managers,PMS,47.99,,,,3.4,Equity,Equity: ,,,,,,,,,,,,Sandeep Bansal,21-Apr-25,3.17,28.36,3.3,,,,,,,S&P BSE 500 Total Return Index,,,,,,,,,,,,
Dynamic Equities Emerging Winners,Dynamic Equities Pvt Ltd,PMS,1.23,,,,,Equity,Equity: Small Cap,,,,,,,,,,,,Shailesh Saraf,25-Aug-25,8.4,41.48,6.37,,,,,,,NIFTY 50 Total Return Index,,,,,,,,,,,,
Right Horizons Alliance ,Right Horizons Pvt Ltd,PMS,150.77,4.34,13.88,14.23,2.7,Multi Asset,Multi Asset,-0.1,0.96,-0.15,1.57,-9.93,112,193,-11.5,60,80,,Anil Rego,21-Jul-14,4.64,27.82,9.35,9.42,8.06,-0.82,8.09,-3.64,2,NSE Multi Asset Index 2,1.19,0.96,-9.99,9.42,0,0,8.01,0.07,0,82.56,99.93,100
Equentis Concentrated Portfolio,Equentis Wealth Advisory Services Limited ,PMS,14.04,,,,2.11,Equity,Equity: Mid Cap,,,,,,,,,,,,Parvati Rai,3-Feb-25,,,7.07,,,,,,,NIFTY 50 Total Return Index,,,,,,,,,,,,
IFM Flexicap Growth Fund,IFM Investment Advisors Private Limited,PMS,2.12,,,,-2.62,Equity,Equity: Flexi Cap,,,,,,,,,,,,Iqbal Singh,17-Jul-25,7.15,49.25,-6.18,,,,,,,S&P BSE 500 Total Return Index,,,,,,,,,,,,
True Beacon-Flexicap Fundamental Opportunities,TRUE BEACON INVESTMENT ADVISORS LLP,PMS,72.07,9.14,,,2.76,Equity,Equity: Flexi Cap,0.27,,0.4,,-16.86,77,,,98,,,Saurabh Dhole,7-Mar-23,,,17.32,16.14,,4.48,,3.84,,S&P BSE 500 Total Return Index,0.97,,-5.91,7.96,,,5.71,,,86.33,,
ASK core Portfolio,ASK Investment Managers,PMS,38.64,,,,4.13,Equity,Equity: ,,,,,,,,,,,,George HeberJoseph,28-Jul-25,5.07,36.51,4.16,,,,,,,NIFTY 50 Total Return Index,,,,,,,,,,,,
ithought - Sphere,ithought Financial Consulting LLP,PMS,224,12.12,,,-1.74,Equity,Multi Asset,,,,,,,,,,,,Shyam Sekhar,16-Dec-21,0,0,10.83,,,,,,,NSE Multi Asset Index 1,,,10.74,0,,,0,,,100,,
Motilal Oswal - Multifactor Equity PMS,Motilal Oswal Asset Management,PMS,73.9,-5.1,20.08,,0.98,Equity,Equity: Multi Cap,-0.54,0.72,-0.84,1.13,-19.71,117,184,-31.43,,,,Bijon Pani,6-May-21,5.81,30.18,15.39,17.66,18.85,-8.37,12.23,-10.21,2.12,S&P BSE 500 Total Return Index,1.15,1.1,-22.91,38.67,0,,3.53,0,,57.8,100,
Fractal Capital - Opportunities,Fractal Capital Investments LLP,PMS,33.26,3.26,25.1,,-0.2,Equity,Equity: Multi Cap,-0.05,1.25,-0.07,1.91,-17.53,79,159,-18.99,103,119,,"Miten Lathia, Sanjeev Goswami",2-Jun-22,5.2,30.4,24.97,17.84,14.43,-0.81,19.01,-1.52,8.23,S&P BSE 500 Total Return Index,1.14,0.95,-2.26,1.25,0,,1.7,0,,97.06,100,
Pace - Prive,Pace Financial Investment Adviser Pvt Ltd,PMS,48.4,0.52,12.27,,5.11,Hybrid,Multi Asset,-0.24,0.63,-0.42,0.87,-17.97,135,135,-17.97,,,,Amit Goel,10-May-22,,,12.25,15.86,10.61,-2.27,7.83,-1.38,0.59,NSE Multi Asset Index 1,1.71,0.85,-3.26,5.28,0,,12.29,0,,82.43,100,
Pace - Sustainer,Pace Financial Investment Adviser Pvt Ltd,PMS,0.61,21.74,14.8,,2.61,Hybrid,Multi Asset,,,,,,,,,,,,Amit Goel,13-Apr-21,,,14.91,,,,,,,NSE Multi Asset Index 1,,,4.07,0,0,,0,0,,100,100,
Standard Chartered - Long Term Value Compounder,Standard Chartered Securities India Ltd,PMS,,7.19,20.63,21.97,1.81,Equity,Equity: Large Cap,0.16,1.02,0.32,2.02,-11.68,91,121,-16.1,92,122,,Mitesh Dalal,31-Jan-11,6.04,40.94,13.63,16.01,13.61,2.06,13.21,-0.34,5.37,NIFTY 50 Total Return Index,1.22,1.06,-4.92,6.72,0,,5.99,0,,87.3,100,
SHREE RAMA MANAGERS - Shree Lakshmi Plan,Shree rama managers LLP,PMS,103.54,-5.69,17.35,,8.4,Equity,Equity: Multi Cap,-0.31,0.63,-0.38,0.81,-29.18,113,206,-29.81,,,,ABHISHEK BASUMALLICK,2-May-22,,,16.68,26.18,19.82,-5.45,11.41,-8.99,1.2,S&P BSE 500 Total Return Index,1.51,1.09,-16.94,28.88,0,,0.33,0,,70.79,100,
Vallum India Discovery,Vallum Capital Advisors Private Limited,PMS,1434.83,-9.32,17.29,22.21,-0.63,Equity,Equity: Mid & Small Cap,-0.64,0.68,-0.92,1.06,-24.34,117,152,-29.68,,,,Manish Bhandari,24-Sep-20,,,21.77,20.98,17.62,-10.27,10.58,-14,0.3,S&P BSE 500 Total Return Index,1.3,1.13,-18.69,26.35,0,0,4.94,0,0,68.71,100,100
NJ-Freedom ETF Portfolio,NJ Asset Management Pvt Ltd.,PMS,311.27,4.67,16.02,18.36,3.74,Equity,Other: ETFs,0,0.77,-0.01,1.26,-15.72,74,152,-19.45,119,,,NJ Asset Management Pvt Ltd,9-Mar-18,,,11.88,14.79,13.18,-0.05,9.69,-2.82,1.65,NIFTY 50 Total Return Index,1.17,1.05,-30.84,24.91,0,0,6.3,0,0,68.79,100,100
Estee-I-Alpha,Estee Advisors Pvt Ltd,PMS,255.71,12.92,12.26,10.03,2.65,Hybrid,Arbitrage,6.31,3.57,,,,,,,,,,Estee Advisors Private Limited,24-Sep-09,,,11.79,0.96,1.68,27.23,188.24,5.69,5.94,Crisil Composite Bond Fund Index,0.22,0.03,5.82,0,0,0,0,0,0,100,100,100
Valcreate-IME Digital Disruption,Valcreate Investment Managers LLP,PMS,13.76,9.79,,,6.26,Equity,Thematic,0.26,,0.34,,,,,,,,,Ashi Anand,1-Apr-23,,,37.24,24.99,,7.16,,16.13,,S&P BSE 500 Total Return Index,0.92,,,,,,,,,,,
Solidarity-Emerging Leaders,Solidarity Advisors Pvt Ltd,PMS,11.22,,,,,Equity,Equity: Small Cap,,,,,,,,,,,,Manish Gupta,26-Apr-23,4.94,41.55,2.44,,,0,,,,S&P BSE 500 Total Return Index,,,,,,,,,,,,
Bonanza Aegis,Bonanza Portfolio Ltd,PMS,87.43,-7.88,22.06,,1.68,Equity,Equity: Multi Cap,-0.55,0.86,-0.71,1.33,-27.02,90,90,-27.02,,,,Achin Goel,11-May-22,2.73,27.72,23,21.36,18.84,-11.18,18.47,-14.1,9.08,NIFTY 50 Total Return Index,1.04,0.88,-14.38,13.15,0,,1.44,0,,85.41,100,
Investsavvy - alpha fund,Investsavvy portfolio management LLP,PMS,107.82,-2,40.75,,5.47,Equity,Equity: Flexi Cap,-0.16,0.65,-0.19,17.15,-33.07,83,83,-33.07,151,151,,ASHISH GOEL,26-Apr-22,,,34.45,26.88,497.23,-2.52,-79.94,-5.07,362.3,S&P BSE 500 Total Return Index,1.67,-4.01,-8.83,4.13,0,,1.96,0,,93.91,100,
Maximal Income Fund,Maximal Capital,PMS,32.01,22.51,21.67,,8.35,Debt,Debt,1.59,1.59,5.15,3.58,,,64,-6.29,,41,,Sarvesh Gupta,8-Jun-22,,,21.43,8.05,9.14,-97.81,,12.9,,NIFTY Medium to Long Duration Debt Index,-0.13,,9.64,0,0,,0,0,,100,100,
Phillip Ethical India Portfolio,Phillip Capital India Pvt Ltd,PMS,12.41,-6.64,8.29,14.82,-2.45,Equity,Equity: Multi Cap,-0.61,0.24,-0.95,0.39,-20.98,123,173,-21.07,,,,Nishit Shah,12-Dec-17,8.06,51.26,10.68,18.05,14.12,-10.6,3.76,-11.49,-5.82,S&P BSE 500 Total Return Index,1.03,0.89,-22.07,23.01,0,0,5.8,0,0,71.18,100,100
Right Horizon-All Seasons,Right Horizons Pvt Ltd,PMS,37.19,8.26,15.4,17.41,4.94,Multi Asset,Multi Asset,0.24,0.88,0.36,1.41,-13.79,79,155,-15.18,98,119,,Anil Rego,22-Nov-19,7.79,0,15.45,13.45,10.6,1.87,7.01,-0.65,1.34,NSE Multi Asset Index 2,1.72,1.33,-2.98,1.61,0,0,6.59,0,0,91.81,100,100
Marathon Trends - Trend Following,Marathon Trends,PMS,399.26,-4.05,,,3.51,Equity,Equity: Flexi Cap,-0.37,0.92,-0.45,1.08,-22.39,79,136,-24.26,,,,Atul Suri,12-Sep-17,6.72,35.9,23,20.77,17.21,-5.81,,-8.42,,S&P BSE 500 Total Return Index,1.33,,-15.69,42.24,,,3.1,,,54.66,,
NARNOLIA 5TX5T,Narnolia Financial Advisors Ltd,PMS,43.18,2.65,14.92,17.69,4.38,Equity,Equity: Multi Cap,-0.12,0.71,-0.15,1.07,-17.57,82,157,-21.21,235,,,Mr. Shailendra Kumar,4-May-15,4.24,37.88,15.98,15.25,12.89,-1.6,9.54,-4.39,1.36,NIFTY 50 Total Return Index,1.11,0.96,-24.12,16.14,0,0,5.56,0.04,0,78.29,99.96,100
Sowilo Multicap Fund,Sowilo Investment Managers,PMS,141.02,0.07,,,2.88,Equity,Equity: Multi Cap,-0.15,,-0.18,,-25.67,83,,,,,,Sandip Agarwal,26-Jun-23,,,24.35,22.21,,-2.3,,-3.97,,S&P BSE 500 Total Return Index,1.41,,-9.84,15.99,,,3.04,,,80.97,,
Marcellus-Global Compounders,Marcellus Investment Managers,PMS,13.49,13.07,,,-2.53,Equity,Equity: Large Cap,0.69,,2.04,,-14.91,61,,,,,,Arindam Mandal,28-Oct-22,,31.7,22.41,12.88,,,,,,S&P BSE 500 Total Return Index,,,1.43,0,,,0,,,100,,
Ocean-Avendus Olivo Core Equity Portfolio,Avendus Investment Managers Pvt Ltd,PMS,414.69,-4.77,17.47,18.95,-0.34,Equity,Equity: Multi Cap,-0.72,,-0.9,,,,,,,,,Tridib Pathak,29-Jul-20,,,18.03,13.4,,-11.22,,-10.12,,S&P BSE 500 Total Return Index,0.86,,,,,,,,,,,
Alchemy Smart Alpha 250,Alchemy Capital Management Pvt Ltd,PMS,655.58,-3.1,,,-1.1,Equity,Equity: Large & Mid Cap,-0.23,,-0.41,,-27.22,111,,,,,,Alok Agarwal,10-Aug-23,,,19.8,24.97,,-3.9,,-6.56,,S&P BSE 500 Total Return Index,1.49,,-14.93,39.87,,,5.79,,,54.34,,
Wright Alpha Fund,Wright Research & Capital Private Limited,PMS,55.64,-33.25,,,-1.52,Equity,Equity: Flexi Cap,-1.83,,-2.02,,-39.43,328,,,,,,Sonam Srivastava,23-Aug-23,,37.2,6.25,23.28,,-42.83,,-43.17,,S&P BSE 500 Total Return Index,1,,-41.81,64.45,,,0.46,,,35.09,,
Wright Factor Fund - Hedged,Wright Research & Capital Private Limited,PMS,14.53,-11.44,,,1.58,Equity,Equity: Flexi Cap,-0.77,,-0.91,,-27.63,112,,,,,,Sonam Srivastava,24-Aug-23,,31.9,13.88,20.49,,-15.78,,-16.23,,S&P BSE 500 Total Return Index,1,,-20.38,53.79,,,4.14,,,42.07,,
ATLAS-DEBT EQUITY HYBRID PMS FUND,Atlas Integrated Finance Limited,PMS,40.26,1.77,20.63,,4.21,Equity,Equity: Multi Cap,-0.15,0.95,-0.21,1.57,-16.33,82,155,-19.05,212,,,Nilesh Shah,2-Mar-21,3.66,33.2,29.15,17.04,15.2,-2.62,14.86,-3.04,4.41,S&P BSE 500 Total Return Index,0.97,0.97,-7.97,5.75,0,,2.69,0,,91.57,100,
Alphaa Focused Small-Cap Portfolio,PRP EDGE WEALTH ADVISORS PRIVATE LIMITED,PMS,16.41,-2.39,,,-0.09,Equity,Equity: Small Cap,-0.24,,-0.29,,-24.4,82,,,,,,Mr Jyoti Prakash,1-Aug-23,2.76,26.74,18.51,23.28,,-3.51,,-9.16,,NIFTY 50 Total Return Index,1.57,,-11.12,27.73,,,9.39,,,62.88,,
Concept Investwell - Elegant,Concept Investwell Pvt Ltd,PMS,1.37,-2.58,,,0.23,Equity,Equity: Multi Cap,-0.53,,-0.78,,-17.21,119,,,,,,HemantKumar Ishwarlal Desai,1-Nov-23,4.24,35.72,13.56,13.88,,-8.07,,-7.84,,S&P BSE 500 Total Return Index,0.91,,-11.56,53.55,,,11.48,,,34.97,,
AlphaGrep Multi Factor Quant,AlphaGrep Investment Management,PMS,97.54,3.48,19.06,,3.49,Equity,Equity: Multi Cap,-0.06,1.08,-0.09,1.63,-13.31,29,121,-18.4,92,,,Praveen Kumar,7-Oct-22,,,19.08,15.94,13.87,-0.92,15.14,-1.49,4.79,S&P BSE 500 Total Return Index,1.04,0.99,-4.64,12.17,0,,0,0,,87.83,100,
Ambit - caliber,Ambit Global Private Client,PMS,103.64,5.69,16.2,,5.17,Equity,Equity: Large & Mid Cap,0.11,0.73,0.22,1.04,-15.72,74,236,-20.6,122,,,Umesh Gupta,4-Feb-21,4.61,39.5,15.85,16.15,14.4,1.59,10.99,-0.86,2.74,NIFTY 50 Total Return Index,1.15,0.95,-23.63,33.89,0,,3.59,0,,62.52,100,
Nirmal Bang Equity Multi Cap,Nirmal bang securities private limited,PMS,164.82,-3.8,,,0.15,Equity,Equity: Multi Cap,-0.35,,-0.53,,-24.75,117,,,,,,Manish Ostwal,30-Oct-23,,,17.49,21.3,,-5.57,,-8.1,,S&P BSE 500 Total Return Index,1.33,,-12.47,64.67,,,4.89,,,30.43,,
Wallfort-India Contra Equity Fund,Wallfort PMS and Advisory Services LLP,PMS,32.83,11.04,,,2.18,Equity,Equity: Mid & Small Cap,0.33,,1.03,,,,,,,,,Vijay Bharadia,2-Jan-24,,,29.74,20.44,,5.74,,6.21,,S&P BSE 500 Total Return Index,1.19,,,,,,,,,,,
Alchemy Alpha Small cap,Alchemy Capital Management Pvt Ltd,PMS,8.73,-2.3,,,0.2,Equity,Equity: Small Cap,-0.24,,-0.28,,-22.97,57,,,,,,Alok Agarwal,6-Dec-23,,,17.4,23.09,,-4.63,,-6.07,,S&P BSE 500 Total Return Index,1.18,,-10.54,20.54,,,5.44,,,74.02,,
MoneyGrow Asset-Small Midcap,MoneyGrow Asset Private Ltd.,PMS,120.75,-6.39,,,-3.44,Equity,Equity: Mid & Small Cap,-0.24,,-0.36,,-31.16,117,,,,,,Viraj Mahadevia,11-Dec-23,,,21.35,31.51,,-4.21,,-8.51,,NIFTY 50 Total Return Index,1.8,,-19.93,28.22,,,3.07,,,68.71,,
AlfAccurate Advisors - AAA shariah,AlfAccurate Advisors,PMS,252.02,-3.1,12.3,17.19,0.03,Equity,Equity: Multi Cap,-0.48,0.53,-0.55,0.68,-19.04,117,190,-21.83,,,,RAJESH KOTHARI,30-Apr-19,11.8,48.06,15.6,15.8,13.15,-8.2,8.26,-8.05,-1.72,S&P BSE 500 Total Return Index,0.92,0.84,-10.56,17.4,0,0,6.06,0,0,76.54,100,100
Nuvama Equities eXpansion Target,Nuvama Asset Management Ltd.,PMS,287.93,-4.3,,,2.59,Equity,Equity: Mid Cap,-0.29,,-0.37,,-22.95,60,,,,,,Naveen Baid,10-Jul-23,,30,17.81,24.7,,-4.75,,-7.98,,S&P BSE 500 Total Return Index,1.52,,-12.57,31.8,,,0.63,,,67.57,,
Dynamic Equities-Bluechip,Dynamic Equities Pvt Ltd,PMS,39.66,5.04,,,-0.47,Equity,Equity: Large & Mid Cap,0.07,,0.08,,-23.32,112,,,,,,Shailesh Saraf,19-Mar-24,14.34,66.31,20.34,21.21,,1.43,,-0.91,,NIFTY 50 Total Return Index,0.99,,-4.05,4.85,,,10.57,,,84.58,,
Dynamic Equities-Multicap,Dynamic Equities Pvt Ltd,PMS,9.05,,,,1.74,Equity,Equity: Multi Cap,,,,,,,,,,,,Shailesh Saraf,29-Apr-24,21.49,135.16,17.48,,,,,,,NIFTY 50 Total Return Index,,,,,,,,,,,,
WhiteOak Capital Research Select Equity,White Oak Capital Management LLP,PMS,22.31,7.3,,,2.8,Equity,Equity: Flexi Cap,0.16,,0.28,,-15.22,77,,,98,,,White Oak Capital Management Consultants LLP,21-May-24,5.02,36.2,11.3,14.73,,2.31,,1.81,,S&P BSE 500 Total Return Index,1.01,,-4.29,6.1,,,11.59,,,82.32,,
WhiteOak Capital Business Leaders,White Oak Capital Management LLP,PMS,93.3,5.1,12.7,,2,Equity,Equity: Flexi Cap,0.01,0.61,0.02,1.14,-13.53,112,193,-15.31,80,,,White Oak Capital Management Consultants LLP,22-Jan-21,4.62,31.36,12.8,13.18,11.63,0.18,8.36,-0.3,-1.64,S&P BSE 500 Total Return Index,0.89,0.84,-9.6,20.16,0,,5.73,0,,74.11,100,
Emkay Investments - India's Golden Decade of Growth,Emkay Investments,PMS,,0.7,,,-0.3,Equity,Equity: Flexi Cap,-0.13,,-0.14,,-18.44,60,,,,,,Manish Sonthalia,26-Oct-23,,,19.6,18.07,,-2.13,,-2.89,,S&P BSE 500 Total Return Index,1.1,,-6.71,16.4,,,0.27,,,83.33,,
Ayan-PriceBridge Eternal-Long Life,Ayan Analytics Pvt Ltd,PMS,39.74,-1.14,,,-0.88,Equity,Equity: Mid & Small Cap,-0.17,,-0.25,,-22.26,82,,,91,,,Mahesh Gowande,1-Dec-23,4.07,29.07,13.15,24.39,,-2.62,,-4.83,,S&P BSE 500 Total Return Index,1.54,,-6.78,76.09,,,14.13,,,9.78,,
ValPro Alpha A,Value Prolific Investments and Consulting Private Limited,PMS,160.87,0.59,15.19,,2.58,Equity,Equity: Multi Cap,0.45,0.61,1.14,0.97,-19.22,77,155,-19.34,,,,Anshuman Khanna,14-Apr-21,3.88,36.02,15.77,11.25,16.02,7.68,8.98,3.53,0.95,NIFTY 50 Index,0.66,1.1,-21.57,18.5,0,,4.86,0,,76.64,100,
Axis Emerging Stars Portfolio,Axis Asset Management Company Ltd,PMS,107.08,-0.48,,,1.33,Equity,Equity: Mid & Small Cap,-0.22,,-0.28,,-21.39,82,,,,,,Hitesh Zaveri,22-Apr-24,4.52,39.27,4.74,19.49,,-3.55,,-4.98,,S&P BSE 500 Total Return Index,1.22,,-5.64,33.16,,,17.1,,,49.74,,
Wallfort Focus Fund,Wallfort PMS and Advisory Services LLP,PMS,19.07,1.67,,,7.37,Equity,Equity: Mid & Small Cap,-0.11,,-0.17,,,,,,,,,Vijay Bharadia,1-Jul-24,,,4.17,19.54,,-1.75,,-2.84,,S&P BSE 500 Total Return Index,1.25,,,,,,,,,,,
ICICI Prudential PMS Quanti-FI Strategy,ICICI Prudential AMC Ltd,PMS,45.86,1.77,,,4.51,Equity,Equity: Multi Cap,-0.21,0.24,-0.31,0.35,-14.93,80,152,-19.77,234,,,"Chockalingam Narayanan, Geetika Gupta",2-Feb-00,4.22,28.53,7.93,14.03,14.68,-3.11,,-3.48,,S&P BSE 500 Total Return Index,0.96,,-9.75,54.01,,,9.49,,,36.5,,
MOAT-UPPERCRUST GROWTH FUND,MOAT Financial Services,PMS,48.95,4.41,21.73,,4.52,Multi Asset,Multi Asset,0.03,-0.26,0.05,-0.42,-19.77,79,211,-21.15,122,,,Ramakrishnan TB,21-Jan-22,,,18.21,20.43,19.34,0.24,,-5.42,,NSE Multi Asset Index 1 (50:40:10),2.54,,-7.72,61.96,,,7.61,,,30.43,,
SVAN Velocity,SVAN Investment Managers LLP,PMS,270.53,5.69,,,2.75,Equity,Equity: Mid & Small Cap,0.14,,0.18,,-24.3,77,,,,,,Sachin Kasera,19-Jul-23,,,31.23,24.22,,2.44,,2.65,,S&P BSE 500 Total Return Index,1.37,,-6.58,9.55,,,3.18,,,87.26,,
ELEVER INVESTMENT ADVISER PRIVATE LIMITED - FACTORALPHA SMALLCAP PMS,ELEVER INVESTMENT ADVISER PRIVATE LIMITED,PMS,2.35,-6.59,,,1.53,Equity,Equity: Small Cap,-0.55,,-0.73,,-20.16,77,,,,,,Karan,21-Oct-24,,,-7.93,19.35,,-9.12,,-11.28,,S&P BSE 500 Total Return Index,1.17,,-9.41,100,,,0,,,0,,
ELEVER INVESTMENT ADVISER PRIVATE LIMITED - FACTORINCOME PMS,ELEVER INVESTMENT ADVISER PRIVATE LIMITED,PMS,8.54,8.21,,,4.42,Multi Asset,Multi Asset,0.32,,0.44,,-7.85,77,,,84,,,Karan,16-Oct-24,,,6.29,8.06,,2.63,,0.37,,NSE Multi Asset Index 2,0.98,,7.26,0,,,0,,,100,,
Enam India Vision Portfolio,Enam Asset Management Company Private Limited,PMS,815.84,-6.8,,,-0.7,Equity,Equity: Flexi Cap,-0.86,,-1.42,,-18.04,121,,,,,,Raghavendra Reddy,17-Jan-23,,29.2,14.3,13.77,,-14.62,,-3.53,,S&P BSE 500 Total Return Index,0.81,,-6.82,9.95,,,9.95,,,80.1,,
Qode Growth Fund,Qode Advisors LLP,PMS,40.24,,,,0.58,Equity,Equity: Small Cap,,,,,,,,,,,,Rishabh Nahar,5-Mar-25,4.66,24.22,20.01,,,,,,,S&P BSE 500 Total Return Index,,,,,,,,,,,,
Valtrust equity hybrid funds,Valtrust Partners LLP,PMS,0.84,10.13,,,6.22,Equity,Equity: Flexi Cap,0.54,,1.06,,-5.89,60,,,92,,,Mr.Vishal Khatri,31-Mar-23,,,23.67,8.02,,8.65,,4.1,,S&P BSE 500 Total Return Index,0.5,,2.52,0,,,0,,,100,,
Edelweiss Focused Mid & Small Cap Portfolio Series II,Edelweiss Asset Management Ltd,PMS,3.14,2.19,9.37,20.37,5.61,Equity,Equity: Mid & Small Cap,-0.05,0.28,-0.05,0.38,-26.42,112,195,-28.92,,,,Mr. Prolin Nandu,9-Jan-18,4.06,47.03,9.61,22.68,17.44,-0.75,4.62,-4.28,-3.67,NIFTY 50 Total Return Index,1.38,1.05,-43.03,42.68,0.57,0,2.93,1.02,0,54.38,98.41,100
ASHIMA -LONG HERITAGE VALUE FUND,ASHIMA CAPITAL MANAGEMENT LIMITED,PMS,166.71,,,,6.53,Equity,Equity: Flexi Cap,,,,,,,,,,,,KRISHNA CHINTAN PARIKH,3-Mar-25,,,19.02,,,,,,,S&P BSE 500 Total Return Index,,,,,,,,,,,,
EquiPoise New India Opportunities,EquiPoise Capital Management Pvt. Ltd.,PMS,66.49,1.25,,,1.02,Equity,Equity: Large & Mid Cap,-0.18,,-0.34,,-18,74,,,,,,Ashish Wakankar,6-Aug-24,,,0.91,16.9,,-2.76,,-3.67,,S&P BSE 500 Total Return Index,1.12,,-9.01,86.21,,,2.3,,,11.49,,
Unifi APJ 20*,Unifi Capital Pvt Ltd,PMS,808.99,1.19,20.34,25.85,0.44,Equity,Equity: Mid Cap,,,,,,,,,,,,BAIDIK SARKAR,2-Sep-15,,,21.11,,,,,,,S&P BSE 500 Total Return Index,,,,,,,,,,,,
Maxiom PMS - CORAL Cyclical,Maxiom Asset Management,PMS,0.15,,,,3.71,Equity,Equity: Multi Cap,,,,,,,,,,,,RAM KALYAN KUMAR MEDURY,1-Oct-23,,,1.26,,,,,,,NIFTY 50 Total Return Index,,,,,,,,,,,,
CAPITAL MIND-NRI Surge India,Capitalmind,PMS,7.01,,,,-1.13,Equity,Equity: Multi Cap,,,,,,,,,,,,Krishna Appala,1-Apr-25,,,7.05,,,,,,,NIFTY 50 Total Return Index,,,,,,,,,,,,
Right Horizons Alphabots India 100,Right Horizons Pvt Ltd,PMS,7.06,6.36,,,5.07,Equity,Equity: Large Cap,0.1,1.31,0.2,2.22,-11.39,114,154,-17.66,76,,,Mukul,26-Apr-19,3.52,28.12,25.3,13.48,13.81,1.28,,-1.15,,NIFTY 50 Total Return Index,1.07,,-6.47,7.75,,,6.02,,,86.23,,
SHREE SMART MARKET PLAN,Shree rama managers LLP,PMS,17.89,,,,3.79,Multi Asset,Equity: Multi Cap,0.56,0.56,0.88,0.88,-8.18,23,23,-8.18,52,52,,MOHIT BERIWALA,7-Apr-22,,,9.96,14.31,14.31,,,,,NIFTY 50 Total Return Index,,,,,,,,,,,,
